experience_years,test_score,interview_score,communication,performance_score,hire_decision,degree,city,application_source,hobby,preferred_language
11.06,59,6,7,56,Hold,B.Sc,Bangalore,Indeed,Photography,English
8.42,83,4,9,71,Hire,B.Sc,Mumbai,Campus,Music,French
7.43,93,3,9,65,Hold,MCA,Delhi,Website,Music,English
3.28,30,6,10,45,Reject,B.Sc,Mumbai,Website,Travel,German
8.35,99,7,3,63,Hold,B.Tech,Bangalore,Indeed,Gaming,Hindi
3.09,34,6,7,45,Reject,MCA,Bangalore,LinkedIn,Travel,English
9.8,51,2,8,60,Hold,MCA,Kolkata,Referral,Photography,French
0.14,49,2,8,36,Reject,BCA,Pune,Campus,Music,Spanish
2.0,40,1,7,39,Reject,MBA,Delhi,Campus,Music,English
6.69,75,8,10,85,Hire,BCA,Chennai,Indeed,Photography,English
8.55,91,3,7,75,Hire,M.Tech,Pune,Campus,Travel,French
5.91,50,9,6,51,Hold,MBA,Bangalore,Referral,Music,Hindi
10.53,54,3,8,58,Hold,BCA,Hyderabad,Campus,Sports,Spanish
11.71,25,2,4,27,Reject,MCA,Hyderabad,Referral,Sports,Hindi
5.57,30,9,8,50,Hold,BCA,Pune,Campus,Sports,Spanish
9.22,73,1,5,50,Hold,B.Sc,Mumbai,LinkedIn,Reading,French
5.94,86,1,6,59,Hold,B.Sc,Mumbai,Campus,Photography,English
7.98,77,2,8,60,Hold,BCA,Delhi,Website,Gaming,Spanish
2.7,40,8,8,56,Hold,BCA,Pune,Referral,Music,French
1.31,66,6,1,52,Hold,BCA,Chennai,LinkedIn,Reading,French
11.75,52,10,3,45,Reject,MBA,Bangalore,Indeed,Sports,Spanish
9.78,54,1,2,31,Reject,B.Tech,Bangalore,Indeed,Music,Spanish
3.42,75,8,4,67,Hold,MBA,Mumbai,LinkedIn,Reading,French
7.03,60,5,6,64,Hold,M.Tech,Pune,Website,Photography,Spanish
4.56,89,10,3,76,Hire,MCA,Delhi,LinkedIn,Music,Spanish
2.12,33,5,3,41,Reject,B.Tech,Pune,Indeed,Gaming,English
5.03,94,9,8,79,Hire,BCA,Kolkata,Campus,Photography,Spanish
3.57,46,6,8,51,Hold,B.Tech,Kolkata,Campus,Sports,Hindi
0.2,75,6,10,63,Hold,B.Sc,Kolkata,Campus,Gaming,Hindi
4.65,88,2,4,62,Hold,B.Sc,Pune,Indeed,Music,English
11.05,91,4,9,78,Hire,B.Tech,Mumbai,Website,Photography,Hindi
9.94,40,5,5,33,Reject,M.Tech,Mumbai,Campus,Gaming,Hindi
6.89,25,1,10,25,Reject,B.Tech,Chennai,Campus,Photography,French
3.82,80,1,9,59,Hold,MBA,Chennai,Campus,Travel,French
2.78,77,9,10,75,Hire,BCA,Bangalore,Campus,Gaming,Hindi
11.47,92,10,5,84,Hire,MCA,Chennai,Referral,Photography,Hindi
6.78,48,5,7,43,Reject,B.Tech,Chennai,Campus,Travel,Hindi
2.61,41,3,10,52,Hold,MCA,Delhi,Indeed,Sports,Spanish
2.99,21,9,6,46,Reject,B.Sc,Hyderabad,Indeed,Reading,English
11.52,82,5,4,60,Hold,B.Tech,Kolkata,Website,Reading,French
2.87,73,1,1,40,Reject,B.Sc,Mumbai,LinkedIn,Music,Hindi
1.28,31,1,5,29,Reject,B.Sc,Kolkata,Indeed,Reading,English
2.21,40,2,4,40,Reject,B.Tech,Kolkata,Referral,Travel,Spanish
9.19,55,5,5,50,Hold,MCA,Pune,Referral,Gaming,English
8.51,48,9,2,58,Hold,MBA,Delhi,Referral,Photography,Hindi
5.26,100,8,1,72,Hire,MCA,Delhi,Indeed,Music,Hindi
9.53,34,4,8,40,Reject,B.Sc,Chennai,Referral,Reading,English
6.21,67,6,2,50,Hold,B.Tech,Kolkata,Campus,Photography,French
4.96,34,7,9,55,Hold,BCA,Kolkata,Website,Gaming,English
1.41,77,6,3,52,Hold,M.Tech,Delhi,Indeed,Travel,Spanish
10.61,97,3,10,75,Hire,BCA,Hyderabad,Campus,Photography,German
3.31,43,3,7,38,Reject,MCA,Chennai,Indeed,Travel,German
7.4,98,5,2,66,Hold,MCA,Delhi,Website,Sports,German
11.81,87,9,2,68,Hold,MBA,Chennai,Campus,Sports,German
2.27,98,10,2,71,Hire,B.Sc,Chennai,Referral,Gaming,Spanish
11.58,48,7,5,50,Hold,MBA,Delhi,LinkedIn,Photography,German
7.83,84,4,1,50,Hold,BCA,Pune,Website,Sports,German
1.54,63,8,8,60,Hold,BCA,Hyderabad,LinkedIn,Sports,Spanish
9.26,69,4,7,55,Hold,BCA,Chennai,Referral,Gaming,English
11.42,96,9,1,76,Hire,B.Sc,Bangalore,LinkedIn,Sports,Spanish
6.75,74,3,8,57,Hold,B.Tech,Kolkata,Campus,Reading,French
8.26,43,3,6,35,Reject,BCA,Chennai,Campus,Music,German
0.32,23,1,10,42,Reject,MBA,Hyderabad,Website,Music,French
11.87,98,9,3,79,Hire,B.Sc,Kolkata,Campus,Gaming,Spanish
3.82,93,1,5,58,Hold,B.Sc,Hyderabad,LinkedIn,Photography,French
0.29,74,9,8,68,Hold,B.Tech,Delhi,Website,Reading,Spanish
9.7,98,10,8,80,Hire,MBA,Pune,Indeed,Travel,German
11.68,49,1,4,48,Reject,B.Sc,Pune,LinkedIn,Travel,Spanish
8.85,68,8,8,71,Hire,MCA,Mumbai,Indeed,Reading,German
0.03,60,9,8,67,Hold,B.Sc,Mumbai,Website,Gaming,French
0.76,100,7,2,68,Hold,MBA,Pune,Indeed,Photography,German
7.01,57,1,4,47,Reject,M.Tech,Chennai,Referral,Sports,Spanish
4.03,21,5,1,27,Reject,B.Sc,Kolkata,Campus,Reading,French
10.58,28,7,1,33,Reject,B.Tech,Bangalore,LinkedIn,Gaming,German
10.48,67,5,10,68,Hold,B.Tech,Bangalore,Indeed,Reading,French
11.85,96,3,10,76,Hire,BCA,Hyderabad,Indeed,Photography,German
8.59,30,10,10,63,Hold,MBA,Delhi,LinkedIn,Reading,French
10.52,50,1,3,38,Reject,B.Tech,Mumbai,LinkedIn,Travel,German
3.84,34,8,7,53,Hold,B.Sc,Chennai,LinkedIn,Reading,Spanish
1.33,33,6,1,35,Reject,B.Tech,Pune,Referral,Music,English
10.38,44,6,5,46,Reject,B.Tech,Bangalore,Indeed,Travel,Spanish
3.64,52,8,4,57,Hold,B.Sc,Delhi,Referral,Music,Hindi
5.03,36,5,3,42,Reject,MCA,Hyderabad,Campus,Travel,Hindi
7.75,98,10,5,89,Hire,B.Tech,Kolkata,Referral,Reading,Hindi
7.26,72,7,5,56,Hold,B.Sc,Mumbai,Referral,Sports,English
5.05,44,10,2,43,Reject,B.Tech,Delhi,Indeed,Travel,Hindi
4.63,28,8,10,48,Reject,MBA,Bangalore,Referral,Gaming,Hindi
1.47,88,3,5,65,Hold,MCA,Hyderabad,LinkedIn,Gaming,English
6.41,69,9,5,58,Hold,MBA,Pune,LinkedIn,Gaming,Hindi
2.79,31,9,3,39,Reject,BCA,Mumbai,Campus,Gaming,French
9.06,30,7,8,60,Hold,M.Tech,Delhi,Referral,Gaming,German
8.1,37,3,3,38,Reject,MBA,Hyderabad,Indeed,Sports,French
0.86,31,9,10,47,Reject,MBA,Delhi,LinkedIn,Gaming,German
11.87,53,10,5,61,Hold,M.Tech,Pune,LinkedIn,Travel,Hindi
9.37,59,4,1,40,Reject,MBA,Delhi,Referral,Photography,French
2.73,97,2,7,71,Hire,MBA,Hyderabad,Website,Reading,English
0.37,81,3,6,52,Hold,B.Tech,Delhi,Website,Travel,Spanish
5.74,86,10,5,75,Hire,B.Tech,Delhi,Website,Reading,French
4.23,70,2,5,54,Hold,BCA,Chennai,Referral,Music,French
6.56,96,1,2,50,Hold,B.Sc,Pune,Campus,Reading,English
7.92,91,3,1,48,Reject,BCA,Chennai,Indeed,Music,German
9.57,25,9,8,56,Hold,MBA,Mumbai,LinkedIn,Travel,Spanish
0.16,52,10,2,45,Reject,MCA,Delhi,Indeed,Reading,Hindi
8.57,80,6,4,71,Hire,B.Tech,Kolkata,LinkedIn,Travel,German
3.54,61,4,6,40,Reject,BCA,Pune,Campus,Reading,Spanish
11.84,98,10,1,74,Hire,M.Tech,Delhi,Indeed,Sports,Spanish
10.15,26,6,7,39,Reject,B.Tech,Bangalore,Referral,Reading,English
6.72,57,7,6,41,Reject,MBA,Pune,Referral,Travel,French
7.17,60,8,7,51,Hold,M.Tech,Hyderabad,Indeed,Sports,Hindi
2.3,34,6,9,46,Reject,B.Tech,Bangalore,LinkedIn,Sports,Hindi
2.72,57,2,5,41,Reject,BCA,Mumbai,Indeed,Music,French
1.85,48,10,3,48,Reject,MBA,Delhi,LinkedIn,Sports,French
4.53,59,4,6,44,Reject,MCA,Hyderabad,Indeed,Travel,German
1.34,99,7,1,56,Hold,M.Tech,Kolkata,Referral,Photography,Hindi
6.14,96,4,3,60,Hold,BCA,Mumbai,Referral,Travel,French
7.66,74,5,4,66,Hold,MBA,Chennai,Website,Photography,English
1.47,96,8,1,71,Hire,BCA,Mumbai,Indeed,Reading,French
4.13,35,4,8,44,Reject,M.Tech,Hyderabad,Indeed,Music,English
0.84,94,5,9,74,Hire,MCA,Hyderabad,LinkedIn,Reading,French
6.31,62,6,10,75,Hire,M.Tech,Kolkata,Referral,Photography,Hindi
7.8,75,9,8,73,Hire,M.Tech,Delhi,Website,Sports,Hindi
7.39,83,2,9,74,Hire,MBA,Chennai,Indeed,Photography,English
9.77,80,4,10,74,Hire,B.Tech,Hyderabad,Website,Gaming,English
2.83,26,6,9,48,Reject,M.Tech,Kolkata,Referral,Photography,Hindi
7.42,81,8,7,73,Hire,B.Tech,Kolkata,LinkedIn,Travel,Hindi
3.63,65,6,4,50,Hold,B.Sc,Delhi,Website,Sports,English
1.07,100,2,10,68,Hold,MBA,Hyderabad,LinkedIn,Reading,French
3.66,34,1,8,34,Reject,MCA,Kolkata,LinkedIn,Sports,Spanish
0.86,91,7,8,66,Hold,MCA,Delhi,LinkedIn,Travel,French
11.5,29,10,1,41,Reject,MBA,Delhi,Referral,Gaming,French
8.73,91,5,7,70,Hire,BCA,Kolkata,LinkedIn,Gaming,English
1.22,83,2,2,38,Reject,MCA,Mumbai,Campus,Photography,English
9.44,84,6,6,79,Hire,MCA,Pune,Website,Sports,German
4.23,70,1,4,42,Reject,BCA,Kolkata,Campus,Sports,Hindi
10.94,33,10,5,54,Hold,B.Sc,Mumbai,Referral,Music,Spanish
5.95,56,4,5,41,Reject,MCA,Mumbai,Website,Reading,Hindi
10.47,62,3,10,58,Hold,B.Sc,Mumbai,LinkedIn,Photography,French
2.65,77,4,6,61,Hold,MBA,Delhi,Indeed,Music,Spanish
4.41,28,5,7,34,Reject,MBA,Mumbai,Indeed,Travel,French
4.4,87,3,5,62,Hold,B.Sc,Hyderabad,Referral,Music,French
1.17,55,5,6,43,Reject,BCA,Chennai,LinkedIn,Sports,Hindi
3.97,81,10,10,76,Hire,B.Tech,Delhi,Referral,Photography,Spanish
7.92,82,7,7,66,Hold,BCA,Pune,Referral,Reading,English
5.6,49,7,4,58,Hold,MBA,Kolkata,LinkedIn,Photography,Hindi
10.55,79,5,1,58,Hold,MCA,Mumbai,Website,Music,French
3.24,22,10,9,51,Hold,BCA,Bangalore,Indeed,Reading,German
4.26,44,7,7,44,Reject,M.Tech,Delhi,Campus,Reading,English
3.84,94,4,1,64,Hold,B.Tech,Mumbai,Website,Gaming,Spanish
6.62,57,2,10,64,Hold,B.Tech,Chennai,Referral,Photography,English
2.26,50,3,6,37,Reject,MCA,Bangalore,Referral,Sports,Spanish
2.08,63,2,2,38,Reject,MCA,Bangalore,LinkedIn,Travel,Hindi
11.27,90,3,6,67,Hold,B.Sc,Mumbai,LinkedIn,Reading,Hindi
4.52,40,6,6,58,Hold,BCA,Pune,Website,Sports,German
7.05,80,3,2,58,Hold,MCA,Bangalore,Indeed,Music,French
0.66,90,4,1,55,Hold,MBA,Bangalore,LinkedIn,Gaming,Spanish
1.69,72,10,8,70,Hire,MCA,Chennai,LinkedIn,Travel,French
1.16,24,2,2,20,Reject,B.Tech,Hyderabad,Campus,Photography,German
9.75,24,8,9,56,Hold,B.Sc,Pune,Referral,Gaming,Spanish
1.24,34,2,6,29,Reject,MCA,Bangalore,Indeed,Sports,German
6.2,82,8,6,70,Hire,MCA,Delhi,Website,Sports,French
1.87,27,6,10,40,Reject,BCA,Hyderabad,Indeed,Sports,Spanish
3.35,27,1,5,24,Reject,B.Tech,Hyderabad,Referral,Reading,English
10.59,68,4,8,61,Hold,B.Sc,Mumbai,Referral,Reading,English
7.58,40,5,9,61,Hold,BCA,Bangalore,Campus,Gaming,Spanish
11.56,22,9,9,49,Reject,MBA,Mumbai,Website,Sports,Spanish
7.2,95,8,1,61,Hold,B.Tech,Hyderabad,Referral,Sports,French
0.11,71,9,4,59,Hold,M.Tech,Mumbai,Website,Reading,French
4.99,73,3,10,52,Hold,MBA,Pune,Campus,Gaming,German
0.27,51,5,9,44,Reject,MBA,Pune,Campus,Music,English
3.77,78,6,1,42,Reject,BCA,Mumbai,Campus,Gaming,English
5.78,66,7,9,64,Hold,B.Tech,Hyderabad,Website,Music,Spanish
6.91,71,2,9,49,Reject,BCA,Chennai,Indeed,Reading,German
2.86,24,8,8,52,Hold,M.Tech,Kolkata,LinkedIn,Travel,French
6.7,23,4,8,27,Reject,MBA,Pune,LinkedIn,Photography,French
4.74,44,8,6,57,Hold,B.Tech,Mumbai,Indeed,Travel,German
6.08,22,7,8,52,Hold,MBA,Kolkata,Campus,Sports,English
2.35,50,2,10,47,Reject,BCA,Chennai,Campus,Sports,German
1.88,74,7,3,44,Reject,M.Tech,Pune,LinkedIn,Photography,German
9.05,48,6,9,65,Hold,MCA,Mumbai,Indeed,Sports,Spanish
3.96,47,7,4,48,Reject,BCA,Chennai,Indeed,Gaming,Spanish
7.73,61,1,3,36,Reject,M.Tech,Kolkata,Campus,Reading,English
6.79,59,6,3,44,Reject,BCA,Hyderabad,Campus,Reading,French
10.79,58,9,9,66,Hold,MCA,Delhi,Referral,Travel,English
10.57,42,7,4,50,Hold,B.Sc,Delhi,Website,Photography,German
5.32,51,6,1,32,Reject,MCA,Mumbai,Referral,Photography,English
2.46,36,7,1,29,Reject,MCA,Chennai,Website,Gaming,German
7.59,24,4,4,38,Reject,MBA,Bangalore,Indeed,Reading,English
7.64,63,3,10,55,Hold,M.Tech,Mumbai,Referral,Sports,English
8.31,51,8,5,60,Hold,BCA,Pune,Indeed,Reading,German
10.89,100,10,2,76,Hire,M.Tech,Pune,Indeed,Music,Spanish
9.39,45,6,6,51,Hold,BCA,Hyderabad,Referral,Reading,Hindi
7.5,55,8,2,48,Reject,MBA,Kolkata,Website,Travel,English
7.21,63,9,7,63,Hold,B.Tech,Bangalore,LinkedIn,Music,Spanish
2.55,84,10,7,69,Hold,B.Sc,Mumbai,LinkedIn,Photography,German
7.82,84,8,7,67,Hold,B.Sc,Hyderabad,LinkedIn,Sports,Spanish
9.77,51,7,6,52,Hold,MCA,Chennai,Referral,Reading,Hindi
11.07,43,3,9,46,Reject,B.Sc,Bangalore,Referral,Photography,Hindi
11.0,80,2,8,61,Hold,B.Sc,Mumbai,LinkedIn,Sports,German
6.73,41,2,10,49,Reject,B.Tech,Delhi,Website,Travel,French
3.12,93,5,7,72,Hire,M.Tech,Hyderabad,Indeed,Gaming,Spanish
4.01,44,4,8,51,Hold,BCA,Pune,Indeed,Gaming,Hindi
11.97,31,7,3,37,Reject,BCA,Kolkata,Referral,Reading,English
6.31,44,6,7,64,Hold,M.Tech,Delhi,Indeed,Music,English
9.79,27,4,10,59,Hold,B.Sc,Pune,Website,Travel,Hindi
7.16,62,3,3,39,Reject,MBA,Kolkata,Campus,Sports,German
6.08,85,5,1,51,Hold,MCA,Bangalore,Referral,Sports,German
4.18,78,7,5,56,Hold,M.Tech,Delhi,LinkedIn,Sports,French
6.45,98,10,5,76,Hire,B.Sc,Delhi,Indeed,Reading,English
0.08,78,10,6,76,Hire,B.Sc,Hyderabad,Indeed,Reading,English
10.52,32,7,7,58,Hold,MBA,Chennai,Indeed,Gaming,Hindi
6.74,37,3,8,42,Reject,B.Sc,Bangalore,Indeed,Travel,Hindi
0.29,54,6,9,54,Hold,M.Tech,Hyderabad,Referral,Photography,English
9.82,99,2,8,75,Hire,MCA,Delhi,Indeed,Reading,German
1.62,28,4,3,31,Reject,BCA,Delhi,Indeed,Music,German
0.37,53,5,8,40,Reject,BCA,Pune,Website,Sports,German
5.55,75,1,7,54,Hold,B.Sc,Kolkata,Referral,Music,English
11.53,40,7,1,59,Hold,MCA,Mumbai,Campus,Photography,Spanish
1.12,32,9,4,33,Reject,BCA,Mumbai,LinkedIn,Sports,Hindi
0.79,84,10,6,67,Hold,MBA,Pune,Campus,Travel,Spanish
10.56,55,3,1,43,Reject,MBA,Hyderabad,Indeed,Music,Hindi
9.86,32,9,4,50,Hold,B.Sc,Hyderabad,LinkedIn,Travel,Spanish
9.84,36,6,2,33,Reject,B.Tech,Mumbai,LinkedIn,Sports,French
5.61,68,1,5,45,Reject,B.Sc,Kolkata,LinkedIn,Gaming,English
5.13,54,10,5,46,Reject,B.Sc,Pune,Campus,Reading,French
4.81,91,10,4,72,Hire,MBA,Mumbai,Campus,Music,Hindi
6.99,65,10,10,81,Hire,MCA,Hyderabad,LinkedIn,Photography,English
8.75,40,1,4,32,Reject,B.Tech,Chennai,Indeed,Gaming,English
9.41,74,9,2,55,Hold,B.Sc,Mumbai,Campus,Music,Hindi
7.86,39,1,2,31,Reject,BCA,Mumbai,LinkedIn,Travel,Hindi
6.75,46,3,7,48,Reject,B.Tech,Pune,LinkedIn,Gaming,English
4.95,99,7,7,69,Hold,M.Tech,Bangalore,LinkedIn,Photography,French
3.84,26,1,5,26,Reject,M.Tech,Chennai,LinkedIn,Travel,English
3.43,88,10,5,73,Hire,B.Sc,Pune,LinkedIn,Gaming,Hindi
3.55,41,4,1,21,Reject,BCA,Hyderabad,Campus,Reading,English
8.19,64,7,3,57,Hold,MBA,Hyderabad,Indeed,Gaming,French
9.15,69,5,7,69,Hold,B.Sc,Kolkata,Website,Photography,German
7.17,31,4,10,58,Hold,B.Tech,Delhi,Referral,Reading,Hindi
2.67,62,1,3,50,Hold,BCA,Kolkata,Referral,Gaming,Spanish
2.33,81,10,7,82,Hire,MCA,Bangalore,Campus,Gaming,Spanish
9.19,37,8,2,52,Hold,B.Tech,Hyderabad,LinkedIn,Gaming,Hindi
11.74,37,9,6,51,Hold,BCA,Delhi,Indeed,Photography,French
0.19,63,6,9,56,Hold,M.Tech,Chennai,Indeed,Music,English
2.99,24,7,3,31,Reject,M.Tech,Chennai,Referral,Travel,German
9.51,39,8,2,41,Reject,B.Sc,Mumbai,Website,Sports,Hindi
8.63,25,8,10,54,Hold,B.Tech,Kolkata,Referral,Music,German
2.95,70,4,1,36,Reject,MBA,Bangalore,Website,Photography,English
6.66,52,3,8,57,Hold,B.Sc,Delhi,Indeed,Music,Spanish
7.03,61,5,3,49,Reject,B.Sc,Kolkata,LinkedIn,Travel,German
8.66,32,7,10,44,Reject,B.Tech,Hyderabad,Campus,Gaming,French
5.56,31,4,4,39,Reject,M.Tech,Chennai,LinkedIn,Reading,English
4.86,47,10,8,67,Hold,B.Tech,Delhi,Referral,Travel,Spanish
3.7,79,5,3,58,Hold,MBA,Pune,LinkedIn,Music,English
2.86,82,3,9,66,Hold,B.Tech,Pune,Referral,Music,German
1.11,93,6,2,61,Hold,B.Sc,Kolkata,Indeed,Sports,German
7.75,35,5,2,35,Reject,BCA,Bangalore,Website,Photography,Spanish
8.03,68,8,9,60,Hold,B.Sc,Hyderabad,LinkedIn,Sports,Hindi
8.25,80,3,6,59,Hold,B.Sc,Pune,LinkedIn,Gaming,English
0.04,86,10,10,63,Hold,MCA,Hyderabad,LinkedIn,Photography,French
5.26,47,1,3,39,Reject,MBA,Bangalore,Campus,Photography,German
1.47,27,6,7,42,Reject,BCA,Mumbai,LinkedIn,Photography,German
6.32,47,8,6,45,Reject,M.Tech,Pune,Referral,Reading,French
11.76,28,4,8,48,Reject,BCA,Pune,Website,Music,Hindi
5.99,61,2,8,52,Hold,MBA,Bangalore,LinkedIn,Gaming,German
4.5,47,9,9,57,Hold,B.Sc,Delhi,Website,Sports,Hindi
9.77,60,7,8,57,Hold,BCA,Kolkata,LinkedIn,Gaming,Spanish
11.62,40,1,7,46,Reject,MBA,Delhi,Campus,Music,German
3.45,46,2,10,57,Hold,B.Tech,Chennai,Referral,Sports,German
9.64,75,9,5,56,Hold,M.Tech,Hyderabad,Campus,Gaming,Hindi
11.95,40,2,7,55,Hold,MCA,Delhi,Indeed,Gaming,Spanish
1.34,40,10,5,48,Reject,B.Tech,Bangalore,Indeed,Music,German
6.37,38,8,6,51,Hold,BCA,Pune,Website,Reading,Hindi
9.76,63,6,3,60,Hold,BCA,Hyderabad,Website,Gaming,French
4.52,62,9,7,65,Hold,MBA,Hyderabad,Referral,Music,German
5.35,30,5,9,56,Hold,B.Sc,Pune,Website,Travel,Spanish
9.01,38,2,10,38,Reject,B.Tech,Bangalore,Website,Reading,French
1.18,70,7,4,63,Hold,BCA,Hyderabad,Website,Music,Spanish
4.33,21,4,3,27,Reject,MBA,Hyderabad,Indeed,Sports,German
6.76,58,3,9,59,Hold,M.Tech,Bangalore,Referral,Music,Spanish
2.86,28,9,7,51,Hold,B.Sc,Pune,Referral,Photography,Hindi
10.08,36,1,2,23,Reject,MCA,Bangalore,Campus,Reading,French
9.19,61,2,3,35,Reject,BCA,Kolkata,Indeed,Reading,French
11.59,65,5,2,44,Reject,BCA,Delhi,LinkedIn,Music,German
6.28,98,6,5,75,Hire,BCA,Chennai,Website,Reading,Spanish
1.28,87,9,3,69,Hold,MBA,Kolkata,Indeed,Photography,German
11.24,76,10,7,74,Hire,B.Tech,Pune,Campus,Travel,Hindi
10.01,87,1,6,62,Hold,MBA,Hyderabad,LinkedIn,Reading,Hindi
6.53,24,7,6,41,Reject,M.Tech,Chennai,Campus,Photography,English
10.04,90,8,2,75,Hire,MBA,Mumbai,Indeed,Gaming,Spanish
10.58,76,4,10,60,Hold,BCA,Mumbai,LinkedIn,Reading,Spanish
9.31,37,8,8,48,Reject,MBA,Delhi,Campus,Sports,German
6.86,99,3,10,80,Hire,MBA,Kolkata,Indeed,Travel,French
7.38,99,4,5,63,Hold,B.Sc,Chennai,Campus,Photography,English
10.13,94,3,10,72,Hire,BCA,Hyderabad,LinkedIn,Photography,French
7.47,21,1,2,20,Reject,M.Tech,Bangalore,LinkedIn,Travel,English
2.48,47,8,5,50,Hold,B.Sc,Kolkata,LinkedIn,Reading,Hindi
8.3,82,9,7,74,Hire,BCA,Bangalore,Indeed,Music,Hindi
6.38,41,10,2,47,Reject,B.Sc,Mumbai,Website,Travel,English
3.16,35,3,9,48,Reject,MCA,Kolkata,Referral,Gaming,German
0.01,80,3,5,56,Hold,B.Sc,Hyderabad,Indeed,Photography,Hindi
2.83,49,7,6,49,Reject,B.Tech,Chennai,LinkedIn,Photography,French
8.08,95,1,4,61,Hold,MBA,Kolkata,Referral,Gaming,Spanish
10.54,73,10,2,69,Hold,BCA,Kolkata,Campus,Photography,German
9.97,98,1,4,66,Hold,M.Tech,Chennai,LinkedIn,Sports,German
1.3,85,8,1,62,Hold,MBA,Kolkata,Website,Sports,French
0.85,84,8,7,76,Hire,B.Tech,Bangalore,Website,Reading,Spanish
9.14,59,5,8,55,Hold,BCA,Chennai,Indeed,Music,Spanish
3.42,86,2,9,58,Hold,M.Tech,Pune,LinkedIn,Music,Hindi
3.26,56,7,4,39,Reject,MCA,Bangalore,Website,Sports,German
0.02,34,4,1,22,Reject,BCA,Delhi,Website,Music,English
1.18,62,5,2,35,Reject,MCA,Bangalore,Referral,Music,Hindi
1.63,22,4,10,38,Reject,B.Tech,Kolkata,Indeed,Reading,Spanish
1.91,80,6,9,64,Hold,MCA,Chennai,Referral,Music,German
5.34,55,6,6,58,Hold,MBA,Hyderabad,Indeed,Photography,English
9.77,70,6,1,54,Hold,BCA,Bangalore,Indeed,Reading,German
9.75,70,10,7,87,Hire,MCA,Delhi,Indeed,Sports,Spanish
10.92,26,9,1,36,Reject,M.Tech,Bangalore,Indeed,Travel,Hindi
5.32,91,1,10,67,Hold,BCA,Pune,Indeed,Reading,English
8.5,32,7,3,36,Reject,B.Tech,Kolkata,Campus,Sports,German
5.86,28,3,6,29,Reject,MBA,Mumbai,Indeed,Sports,Hindi
0.6,36,3,1,21,Reject,MBA,Hyderabad,Website,Music,English
0.97,38,1,5,25,Reject,B.Tech,Mumbai,Indeed,Photography,German
2.95,75,1,3,41,Reject,BCA,Kolkata,LinkedIn,Photography,English
11.78,68,2,7,61,Hold,B.Tech,Chennai,Website,Reading,German
8.3,50,1,8,48,Reject,B.Tech,Mumbai,Website,Reading,Spanish
3.22,25,5,7,43,Reject,MBA,Chennai,LinkedIn,Photography,Hindi
8.48,85,8,2,56,Hold,B.Sc,Mumbai,Indeed,Photography,English
7.94,55,6,2,52,Hold,M.Tech,Chennai,Referral,Reading,Spanish
0.52,69,10,10,74,Hire,BCA,Bangalore,LinkedIn,Reading,Hindi
4.34,53,2,9,51,Hold,B.Tech,Mumbai,Referral,Travel,Spanish
9.28,62,5,7,69,Hold,MBA,Bangalore,LinkedIn,Music,Hindi
0.94,55,5,2,49,Reject,B.Sc,Pune,Referral,Reading,Spanish
10.61,35,4,5,43,Reject,MBA,Mumbai,Referral,Reading,French
11.17,71,7,1,57,Hold,MBA,Pune,Referral,Reading,Spanish
10.24,56,3,6,55,Hold,B.Sc,Pune,Campus,Music,Spanish
1.41,28,6,10,53,Hold,BCA,Bangalore,LinkedIn,Sports,English
6.78,57,1,6,54,Hold,B.Tech,Pune,Referral,Sports,Spanish
8.49,50,5,6,47,Reject,B.Tech,Bangalore,Referral,Sports,German
10.66,61,10,4,74,Hire,B.Sc,Delhi,Website,Reading,French
1.15,96,1,6,64,Hold,B.Tech,Mumbai,Referral,Photography,Spanish
9.79,83,6,1,61,Hold,M.Tech,Mumbai,Campus,Travel,French
3.34,61,8,5,51,Hold,B.Tech,Bangalore,Indeed,Sports,French
7.11,75,2,10,65,Hold,B.Sc,Mumbai,Campus,Sports,German
8.64,31,2,6,38,Reject,BCA,Kolkata,Indeed,Sports,Hindi
9.32,42,10,10,68,Hold,B.Sc,Chennai,Indeed,Travel,French
3.54,68,9,4,57,Hold,B.Sc,Pune,Referral,Music,Hindi
7.29,47,5,7,43,Reject,MCA,Mumbai,LinkedIn,Sports,French
3.45,92,1,6,65,Hold,B.Tech,Kolkata,LinkedIn,Photography,French
11.98,23,9,9,36,Reject,BCA,Bangalore,Indeed,Reading,French
9.77,55,1,9,57,Hold,B.Tech,Chennai,Campus,Sports,French
4.97,68,3,6,61,Hold,BCA,Pune,Campus,Travel,German
10.55,99,10,4,71,Hire,MBA,Delhi,Indeed,Music,French
8.79,64,6,3,57,Hold,MBA,Hyderabad,LinkedIn,Photography,German
11.14,64,8,2,60,Hold,M.Tech,Mumbai,Campus,Sports,French
2.06,27,1,5,31,Reject,B.Sc,Mumbai,Referral,Sports,Spanish
3.54,47,7,10,56,Hold,M.Tech,Delhi,Indeed,Photography,French
1.12,73,9,1,53,Hold,M.Tech,Hyderabad,LinkedIn,Reading,Hindi
3.82,54,4,10,56,Hold,MBA,Kolkata,Campus,Gaming,Spanish
4.57,57,5,1,27,Reject,MCA,Chennai,Referral,Music,German
7.59,64,6,7,55,Hold,MCA,Bangalore,LinkedIn,Travel,Hindi
5.66,49,2,8,41,Reject,BCA,Delhi,Indeed,Reading,French
8.61,28,1,9,33,Reject,B.Sc,Kolkata,LinkedIn,Sports,Hindi
3.23,89,3,3,54,Hold,MBA,Pune,Website,Sports,Hindi
